reading_id,equipment_id,site_id,date_key,timestamp,vibration_g,temperature_c,pressure_psi,hours_operated,load_tonnes,fuel_consumption_lph
8273,TRK009,PB01,20241117,2024-11-17 00:00:00,0.59,88.7,49.3,21580.2,389.1,202.7
8274,TRK009,PB01,20241117,2024-11-17 06:00:00,1.6,88.2,38.7,21586.0,334.9,181.2
8275,TRK009,PB01,20241118,2024-11-18 00:00:00,2.33,67.1,37.5,21591.8,335.6,227.0
8276,TRK009,PB01,20241118,2024-11-18 06:00:00,1.58,75.2,52.9,21597.1,361.9,186.0
8277,TRK009,PB01,20241119,2024-11-19 00:00:00,0.96,94.2,42.1,21602.6,272.5,191.2
8278,TRK009,PB01,20241119,2024-11-19 06:00:00,1.41,74.9,44.8,21607.7,350.4,187.0
8279,TRK009,PB01,20241120,2024-11-20 00:00:00,0.95,74.9,39.3,21612.7,329.7,220.8
8280,TRK009,PB01,20241120,2024-11-20 06:00:00,1.14,91.6,38.4,21618.3,208.1,194.7
8281,TRK009,PB01,20241121,2024-11-21 00:00:00,0.84,86.4,35.9,21623.8,276.7,254.1
8282,TRK009,PB01,20241121,2024-11-21 06:00:00,0.81,130.0,39.8,21629.5,248.2,253.9
8283,TRK009,PB01,20241122,2024-11-22 00:00:00,1.1,72.5,41.6,21634.8,339.3,188.5
8284,TRK009,PB01,20241122,2024-11-22 06:00:00,0.54,92.6,35.1,21640.8,201.8,275.0
8285,TRK009,PB01,20241123,2024-11-23 00:00:00,2.32,72.9,44.4,21645.9,345.7,254.8
8286,TRK009,PB01,20241123,2024-11-23 06:00:00,1.89,88.5,43.8,21651.5,234.6,253.3
8287,TRK009,PB01,20241124,2024-11-24 00:00:00,0.52,84.1,53.4,21656.8,345.9,240.2
8288,TRK009,PB01,20241124,2024-11-24 06:00:00,0.83,87.2,49.3,21662.7,369.1,193.0
8289,TRK009,PB01,20241202,2024-12-02 00:00:00,0.55,75.6,42.9,21668.0,365.3,217.8
8290,TRK009,PB01,20241202,2024-12-02 06:00:00,0.93,69.5,43.7,21673.5,201.0,204.0
8291,TRK009,PB01,20241203,2024-12-03 00:00:00,0.64,72.1,54.3,21678.6,228.5,223.2
8292,TRK009,PB01,20241203,2024-12-03 06:00:00,2.0,,35.1,21684.5,187.2,278.0
8293,TRK009,PB01,20241204,2024-12-04 00:00:00,1.72,66.3,52.6,21689.8,262.0,227.5
8294,TRK009,PB01,20241204,2024-12-04 06:00:00,1.62,87.1,40.2,21695.6,372.1,278.6
8295,TRK009,PB01,20241205,2024-12-05 00:00:00,2.06,93.7,49.1,21701.1,266.4,240.0
8296,TRK009,PB01,20241205,2024-12-05 06:00:00,1.92,78.2,49.2,21707.1,206.1,180.3
8297,TRK009,PB01,20241206,2024-12-06 00:00:00,1.36,,49.8,21712.3,335.4,203.5
8298,TRK009,PB01,20241206,2024-12-06 06:00:00,1.5,74.5,54.9,21717.6,330.1,249.3
8299,TRK009,PB01,20241207,2024-12-07 00:00:00,1.39,93.1,36.6,21723.4,292.2,225.1
8300,TRK009,PB01,20241207,2024-12-07 06:00:00,2.31,83.2,54.1,21728.9,287.9,181.0
8301,TRK009,PB01,20241208,2024-12-08 00:00:00,2.33,70.9,50.9,21734.2,323.7,222.8
8302,TRK009,PB01,20241208,2024-12-08 06:00:00,2.05,85.3,50.6,21740.0,242.4,242.6
8303,TRK009,PB01,20241209,2024-12-09 00:00:00,1.58,77.8,49.8,21745.8,258.2,257.3
8304,TRK009,PB01,20241209,2024-12-09 06:00:00,0.76,65.6,44.0,21751.0,380.5,265.2
8305,TRK009,PB01,20241210,2024-12-10 00:00:00,2.32,92.2,42.3,21756.6,329.7,184.1
8306,TRK009,PB01,20241210,2024-12-10 06:00:00,0.91,79.6,42.7,21762.3,353.7,273.3
8307,TRK009,PB01,20241211,2024-12-11 00:00:00,1.61,71.0,52.9,21767.9,186.4,233.5
8308,TRK009,PB01,20241211,2024-12-11 06:00:00,2.3,91.5,42.3,21773.6,315.1,203.3
8309,TRK009,PB01,20241212,2024-12-12 00:00:00,2.12,77.8,42.7,21779.4,357.6,234.5
8310,TRK009,PB01,20241212,2024-12-12 06:00:00,1.95,92.7,42.3,21785.1,349.8,191.3
8311,TRK009,PB01,20241213,2024-12-13 00:00:00,1.22,79.9,48.0,21790.4,188.6,251.9
8312,TRK009,PB01,20241213,2024-12-13 06:00:00,0.98,90.7,54.1,21796.1,370.1,222.6
8313,TRK009,PB01,20241214,2024-12-14 00:00:00,1.21,77.4,42.9,21801.9,252.6,245.9
8314,TRK009,PB01,20241214,2024-12-14 06:00:00,0.51,,51.4,21807.4,309.4,253.8
8315,TRK009,PB01,20241215,2024-12-15 00:00:00,1.7,76.8,,21812.7,269.6,236.0
8316,TRK009,PB01,20241215,2024-12-15 06:00:00,1.92,87.1,46.8,21818.0,352.0,205.6
8317,TRK009,PB01,20241223,2024-12-23 00:00:00,2.43,85.1,50.9,21823.0,385.0,209.5
8318,TRK009,PB01,20241223,2024-12-23 06:00:00,1.68,69.5,45.9,21828.4,377.0,223.5
8319,TRK009,PB01,20241224,2024-12-24 00:00:00,2.11,71.6,54.1,21834.0,357.1,187.9
8320,TRK009,PB01,20241224,2024-12-24 06:00:00,,78.2,46.5,21840.0,395.5,267.7
8321,TRK009,PB01,20241225,2024-12-25 00:00:00,1.06,85.5,42.5,21845.5,218.0,247.6
8322,TRK009,PB01,20241225,2024-12-25 06:00:00,1.88,92.1,53.1,21851.2,362.1,212.4
8323,TRK009,PB01,20241226,2024-12-26 00:00:00,1.29,70.0,35.8,21857.2,305.4,213.1
8324,TRK009,PB01,20241226,2024-12-26 06:00:00,0.88,71.0,50.0,21862.6,259.5,225.4
8325,TRK009,PB01,20241227,2024-12-27 00:00:00,0.66,83.1,50.0,21868.2,316.0,218.8
8326,TRK009,PB01,20241227,2024-12-27 06:00:00,0.51,74.1,35.7,21874.2,211.3,217.9
8327,TRK009,PB01,20241228,2024-12-28 00:00:00,,77.3,39.1,21879.9,348.7,224.0
8328,TRK009,PB01,20241228,2024-12-28 06:00:00,0.6,67.6,35.9,21885.9,275.8,190.6
8329,TRK009,PB01,20241229,2024-12-29 00:00:00,0.79,94.3,47.7,21891.6,301.7,223.0
8330,TRK009,PB01,20241229,2024-12-29 06:00:00,1.91,88.7,37.6,21897.0,251.7,204.9
8331,TRK009,PB01,20241230,2024-12-30 00:00:00,2.13,85.6,43.8,21902.7,224.0,210.6
8332,TRK009,PB01,20241230,2024-12-30 06:00:00,2.06,76.4,40.8,21908.3,305.0,234.4
8333,TRK009,PB01,20241231,2024-12-31 00:00:00,2.04,93.5,42.2,21913.4,294.9,196.4
8334,TRK009,PB01,20241231,2024-12-31 06:00:00,1.36,68.5,45.6,21918.9,306.7,207.8
8335,TRK009,PB01,20250101,2025-01-01 00:00:00,0.51,79.4,48.0,21923.9,286.8,183.4
8336,TRK009,PB01,20250101,2025-01-01 06:00:00,0.72,65.4,35.1,21929.2,306.9,222.4
8337,TRK009,PB01,20250102,2025-01-02 00:00:00,0.76,71.3,39.9,21934.6,300.9,230.7
8338,TRK009,PB01,20250102,2025-01-02 06:00:00,2.47,68.8,39.3,21940.3,292.6,195.9
8339,TRK009,PB01,20250103,2025-01-03 00:00:00,1.98,84.2,51.2,21946.2,272.0,231.0
8340,TRK009,PB01,20250103,2025-01-03 06:00:00,2.0,80.0,49.0,21952.0,201.2,187.3
8341,TRK009,PB01,20250104,2025-01-04 00:00:00,,69.6,35.1,21957.2,368.5,201.3
8342,TRK009,PB01,20250104,2025-01-04 06:00:00,1.86,88.3,46.6,21962.5,395.7,213.8
8343,TRK009,PB01,20250105,2025-01-05 00:00:00,2.31,91.6,,21967.5,302.3,185.6
8344,TRK009,PB01,20250105,2025-01-05 06:00:00,0.55,93.2,38.6,21973.3,315.8,258.1
8345,TRK009,PB01,20250113,2025-01-13 00:00:00,1.75,85.3,54.2,21979.2,396.2,267.3
8346,TRK009,PB01,20250113,2025-01-13 06:00:00,2.12,86.7,50.8,21984.2,340.9,223.9
8347,TRK009,PB01,20250114,2025-01-14 00:00:00,1.59,81.7,38.3,21990.2,225.3,253.9
8348,TRK009,PB01,20250114,2025-01-14 06:00:00,0.65,90.8,54.2,21995.8,381.4,245.9
8349,TRK009,PB01,20250115,2025-01-15 00:00:00,0.97,65.1,52.6,22001.3,195.5,277.6
8350,TRK009,PB01,20250115,2025-01-15 06:00:00,0.94,67.8,38.9,22007.0,188.9,269.9
8351,TRK009,PB01,20250116,2025-01-16 00:00:00,1.3,73.5,41.3,22012.7,188.2,230.4
8352,TRK009,PB01,20250116,2025-01-16 06:00:00,1.34,68.2,49.2,22018.0,307.6,249.5
8353,TRK009,PB01,20250117,2025-01-17 00:00:00,0.58,75.2,54.1,22023.7,275.6,260.8
8354,TRK009,PB01,20250117,2025-01-17 06:00:00,0.91,,46.3,22029.0,248.8,232.7
8355,TRK009,PB01,20250118,2025-01-18 00:00:00,2.15,77.6,49.2,22034.9,285.0,213.9
8356,TRK009,PB01,20250118,2025-01-18 06:00:00,0.51,68.4,48.6,22040.6,332.5,202.1
8357,TRK009,PB01,20250119,2025-01-19 00:00:00,1.4,79.8,36.6,22046.5,306.3,251.0
8358,TRK009,PB01,20250119,2025-01-19 06:00:00,2.28,73.2,40.9,22052.3,392.9,225.8
8359,TRK009,PB01,20250120,2025-01-20 00:00:00,2.4,90.3,42.3,22057.9,201.8,183.2
8360,TRK009,PB01,20250120,2025-01-20 06:00:00,0.71,78.1,44.8,22063.6,335.6,180.4
8361,TRK009,PB01,20250121,2025-01-21 00:00:00,1.87,79.5,36.9,22069.2,190.7,212.0
8362,TRK009,PB01,20250121,2025-01-21 06:00:00,0.92,83.1,39.3,22074.4,194.1,228.2
8363,TRK009,PB01,20250122,2025-01-22 00:00:00,2.37,87.8,45.9,22080.0,306.4,258.3
8364,TRK009,PB01,20250122,2025-01-22 06:00:00,1.7,86.5,45.4,22085.1,241.6,193.4
8365,TRK009,PB01,20250123,2025-01-23 00:00:00,2.02,85.0,42.4,22091.0,362.5,218.7
8366,TRK009,PB01,20250123,2025-01-23 06:00:00,1.47,88.5,46.4,22096.2,238.5,267.5
8367,TRK009,PB01,20250124,2025-01-24 00:00:00,2.43,78.9,53.1,22102.0,364.3,244.0
8368,TRK009,PB01,20250124,2025-01-24 06:00:00,1.29,73.6,47.0,22107.8,340.9,200.2
8369,TRK009,PB01,20250125,2025-01-25 00:00:00,0.64,92.2,37.2,22113.0,309.2,259.8
8370,TRK009,PB01,20250125,2025-01-25 06:00:00,1.86,68.5,53.5,22118.8,297.7,203.8
8371,TRK009,PB01,20250126,2025-01-26 00:00:00,0.65,88.4,51.7,22123.9,210.1,200.2
8372,TRK009,PB01,20250126,2025-01-26 06:00:00,6.91,88.2,48.6,22129.8,203.4,278.0
8373,TRK009,PB01,20250203,2025-02-03 00:00:00,0.53,77.6,35.9,22135.8,270.3,182.0
8374,TRK009,PB01,20250203,2025-02-03 06:00:00,2.4,86.4,37.2,22141.8,340.1,199.9
8375,TRK009,PB01,20250204,2025-02-04 00:00:00,1.42,69.3,53.2,22146.8,340.4,220.7
8376,TRK009,PB01,20250204,2025-02-04 06:00:00,1.84,92.6,39.8,22152.7,201.6,274.7
8377,TRK009,PB01,20250205,2025-02-05 00:00:00,1.5,68.4,53.5,22157.9,227.5,199.0
8378,TRK009,PB01,20250205,2025-02-05 06:00:00,1.59,84.3,,22163.7,265.2,202.4
8379,TRK009,PB01,20250206,2025-02-06 00:00:00,2.43,82.3,38.4,22169.3,301.1,230.0
8380,TRK009,PB01,20250206,2025-02-06 06:00:00,1.28,66.6,53.9,22175.1,267.1,193.8
8381,TRK009,PB01,20250207,2025-02-07 00:00:00,0.76,68.1,39.0,22180.5,390.7,197.7
8382,TRK009,PB01,20250207,2025-02-07 06:00:00,1.5,,36.1,22185.9,267.5,236.0
8383,TRK009,PB01,20250208,2025-02-08 00:00:00,1.9,65.7,39.3,22191.0,330.6,254.8
8384,TRK009,PB01,20250208,2025-02-08 06:00:00,2.34,92.3,40.2,22196.8,315.0,244.2
8385,TRK009,PB01,20250209,2025-02-09 00:00:00,0.55,,48.0,22202.7,324.4,188.5
8386,TRK009,PB01,20250209,2025-02-09 06:00:00,0.91,74.5,44.4,22208.1,357.1,183.2
8387,TRK009,PB01,20250210,2025-02-10 00:00:00,,74.2,47.3,22213.4,388.0,261.8
8388,TRK009,PB01,20250210,2025-02-10 06:00:00,1.0,84.4,48.8,22218.7,214.2,237.7
8389,TRK009,PB01,20250211,2025-02-11 00:00:00,1.71,78.2,45.2,22223.7,231.3,192.4
8390,TRK009,PB01,20250211,2025-02-11 06:00:00,1.48,66.2,39.2,22228.9,354.0,184.5
8391,TRK009,PB01,20250212,2025-02-12 00:00:00,0.57,81.0,47.0,22234.9,388.1,280.0
8392,TRK009,PB01,20250212,2025-02-12 06:00:00,1.6,90.0,50.0,22240.5,285.3,217.4
8393,TRK009,PB01,20250213,2025-02-13 00:00:00,1.08,68.1,50.1,22245.7,326.1,259.5
8394,TRK009,PB01,20250213,2025-02-13 06:00:00,1.79,69.0,45.9,22251.7,356.3,264.4
8395,TRK009,PB01,20250214,2025-02-14 00:00:00,1.8,77.3,41.5,22257.6,204.2,272.2
8396,TRK009,PB01,20250214,2025-02-14 06:00:00,1.29,73.0,52.1,22263.4,194.1,203.9
8397,TRK009,PB01,20250215,2025-02-15 00:00:00,0.68,87.0,47.5,22268.6,255.1,217.4
8398,TRK009,PB01,20250215,2025-02-15 06:00:00,2.36,93.5,52.5,22274.5,216.8,251.8
8399,TRK009,PB01,20250216,2025-02-16 00:00:00,0.78,72.5,45.1,22280.3,192.3,246.5
8400,TRK009,PB01,20250216,2025-02-16 06:00:00,0.9,89.6,38.5,22285.5,234.9,185.1
8401,TRK009,PB01,20250224,2025-02-24 00:00:00,1.26,93.8,38.2,22291.2,361.1,196.5
8402,TRK009,PB01,20250224,2025-02-24 06:00:00,0.92,87.4,54.8,22296.7,281.1,182.6
8403,TRK009,PB01,20250225,2025-02-25 00:00:00,1.33,76.5,49.1,22302.5,303.0,183.1
8404,TRK009,PB01,20250225,2025-02-25 06:00:00,1.22,65.3,39.2,22308.3,347.2,219.6
8405,TRK009,PB01,20250226,2025-02-26 00:00:00,2.02,69.0,40.2,22313.9,293.2,249.0
8406,TRK009,PB01,20250226,2025-02-26 06:00:00,2.09,90.9,40.5,22319.0,223.1,265.4
8407,TRK009,PB01,20250227,2025-02-27 00:00:00,1.92,94.0,38.7,22324.8,342.9,271.6
8408,TRK009,PB01,20250227,2025-02-27 06:00:00,1.16,77.7,51.0,22330.4,302.0,251.0
8409,TRK009,PB01,20250228,2025-02-28 00:00:00,1.07,77.4,38.7,22335.6,222.8,196.2
8410,TRK009,PB01,20250228,2025-02-28 06:00:00,2.15,85.9,49.8,22341.2,373.3,275.1
8411,TRK009,PB01,20250301,2025-03-01 00:00:00,1.44,81.4,44.9,22346.2,316.7,258.4
8412,TRK009,PB01,20250301,2025-03-01 06:00:00,,69.4,41.8,22351.4,269.7,190.4
8413,TRK009,PB01,20250302,2025-03-02 00:00:00,2.47,67.3,42.6,22357.2,308.2,268.6
8414,TRK009,PB01,20250302,2025-03-02 06:00:00,2.01,91.4,53.5,22362.3,239.4,218.4
8415,TRK009,PB01,20250303,2025-03-03 00:00:00,1.78,89.7,48.3,22367.4,227.7,251.6
8416,TRK009,PB01,20250303,2025-03-03 06:00:00,1.82,94.4,50.8,22372.4,387.0,204.9
8417,TRK009,PB01,20250304,2025-03-04 00:00:00,0.66,89.0,38.1,22377.5,362.8,276.3
8418,TRK009,PB01,20250304,2025-03-04 06:00:00,1.27,84.7,44.6,22382.9,386.7,197.3
8419,TRK009,PB01,20250305,2025-03-05 00:00:00,0.61,80.1,,22388.9,260.4,261.7
8420,TRK009,PB01,20250305,2025-03-05 06:00:00,2.02,92.2,,22394.3,221.2,189.1
8421,TRK009,PB01,20250306,2025-03-06 00:00:00,0.61,82.0,51.6,22400.2,271.3,247.0
8422,TRK009,PB01,20250306,2025-03-06 06:00:00,1.9,68.6,49.7,22406.0,284.8,221.2
8423,TRK009,PB01,20250307,2025-03-07 00:00:00,2.05,94.8,46.4,22411.4,328.6,277.5
8424,TRK009,PB01,20250307,2025-03-07 06:00:00,1.92,93.1,49.9,22416.7,371.2,180.3
8425,TRK009,PB01,20250308,2025-03-08 00:00:00,1.02,76.4,41.2,22422.7,298.5,215.0
8426,TRK009,PB01,20250308,2025-03-08 06:00:00,0.7,84.2,47.3,22428.5,302.4,196.6
8427,TRK009,PB01,20250309,2025-03-09 00:00:00,1.88,66.8,41.9,22433.9,342.7,256.9
8428,TRK009,PB01,20250309,2025-03-09 06:00:00,1.3,94.9,43.3,22439.6,391.4,230.0
8429,TRK009,PB01,20250317,2025-03-17 00:00:00,1.33,76.0,53.6,22444.8,223.7,254.7
8430,TRK009,PB01,20250317,2025-03-17 06:00:00,,89.9,45.5,22450.8,303.0,254.2
8431,TRK009,PB01,20250318,2025-03-18 00:00:00,2.18,86.8,54.7,22456.6,220.9,276.1
8432,TRK009,PB01,20250318,2025-03-18 06:00:00,1.83,88.0,50.6,22461.7,301.3,243.5
8433,TRK009,PB01,20250319,2025-03-19 00:00:00,2.16,72.3,49.3,22466.9,323.3,237.6
8434,TRK009,PB01,20250319,2025-03-19 06:00:00,2.16,84.0,50.3,22472.8,212.5,234.0
8435,TRK009,PB01,20250320,2025-03-20 00:00:00,0.74,90.4,41.8,22478.4,200.5,249.9
8436,TRK009,PB01,20250320,2025-03-20 06:00:00,1.34,83.8,45.2,22484.0,356.8,253.3
8437,TRK009,PB01,20250321,2025-03-21 00:00:00,0.74,65.3,52.1,22489.7,386.0,251.1
8438,TRK009,PB01,20250321,2025-03-21 06:00:00,0.83,93.9,44.9,22495.3,283.7,253.6
8439,TRK009,PB01,20250322,2025-03-22 00:00:00,1.63,84.9,39.6,22500.4,251.7,190.8
8440,TRK009,PB01,20250322,2025-03-22 06:00:00,0.57,85.2,41.3,22505.9,240.8,276.3
8441,TRK009,PB01,20250323,2025-03-23 00:00:00,0.82,67.6,54.8,22511.0,314.4,182.7
8442,TRK009,PB01,20250323,2025-03-23 06:00:00,2.04,66.7,40.8,22516.9,343.1,246.8
8443,TRK009,PB01,20250324,2025-03-24 00:00:00,0.64,83.8,50.2,22522.4,239.7,278.0
8444,TRK009,PB01,20250324,2025-03-24 06:00:00,2.26,69.1,48.3,22527.4,351.9,217.8
8445,TRK009,PB01,20250325,2025-03-25 00:00:00,0.9,75.3,51.8,22532.8,328.9,223.9
8446,TRK009,PB01,20250325,2025-03-25 06:00:00,2.11,82.8,36.5,22538.0,329.1,181.1
8447,TRK009,PB01,20250326,2025-03-26 00:00:00,2.41,75.9,40.5,22543.4,194.9,188.7
8448,TRK009,PB01,20250326,2025-03-26 06:00:00,1.67,72.4,48.3,22549.0,199.4,266.6
8449,TRK009,PB01,20250327,2025-03-27 00:00:00,1.52,67.8,52.1,22554.9,297.9,238.4
8450,TRK009,PB01,20250327,2025-03-27 06:00:00,1.7,75.1,52.6,22560.2,317.4,226.0
8451,TRK009,PB01,20250328,2025-03-28 00:00:00,1.51,84.9,38.7,22565.7,312.8,258.5
8452,TRK009,PB01,20250328,2025-03-28 06:00:00,1.94,90.1,42.0,22571.1,235.7,183.1
8453,TRK009,PB01,20250329,2025-03-29 00:00:00,1.67,94.9,47.4,22577.1,193.7,223.2
8454,TRK009,PB01,20250329,2025-03-29 06:00:00,1.2,67.1,44.9,22582.4,394.2,192.4
8455,TRK009,PB01,20250330,2025-03-30 00:00:00,1.57,68.7,52.9,22587.5,190.3,192.5
8456,TRK009,PB01,20250330,2025-03-30 06:00:00,2.27,93.1,48.0,22593.1,238.9,249.6
8457,TRK009,PB01,20250407,2025-04-07 00:00:00,1.26,69.7,46.2,22598.8,186.0,227.6
8458,TRK009,PB01,20250407,2025-04-07 06:00:00,2.43,85.2,46.1,22604.4,317.0,273.5
8459,TRK009,PB01,20250408,2025-04-08 00:00:00,1.97,,37.2,22610.0,284.1,255.1
8460,TRK009,PB01,20250408,2025-04-08 06:00:00,1.82,69.3,48.8,22615.8,186.2,249.0
8461,TRK009,PB01,20250409,2025-04-09 00:00:00,2.48,78.5,50.4,22621.0,270.8,209.0
8462,TRK009,PB01,20250409,2025-04-09 06:00:00,1.0,80.9,47.3,22626.5,255.9,235.5
8463,TRK009,PB01,20250410,2025-04-10 00:00:00,1.89,69.9,50.5,22631.9,226.1,201.9
8464,TRK009,PB01,20250410,2025-04-10 06:00:00,1.1,66.3,36.2,22637.6,297.0,260.7
8465,TRK009,PB01,20250411,2025-04-11 00:00:00,1.06,69.7,51.1,22643.4,237.8,212.6
8466,TRK009,PB01,20250411,2025-04-11 06:00:00,2.36,81.7,48.2,22648.9,269.1,240.7
8467,TRK009,PB01,20250412,2025-04-12 00:00:00,2.02,94.8,41.0,22654.3,190.0,242.8
8468,TRK009,PB01,20250412,2025-04-12 06:00:00,1.32,70.0,52.8,22659.9,185.6,242.7
8469,TRK009,PB01,20250413,2025-04-13 00:00:00,1.04,73.2,50.8,22665.9,310.0,245.8
8470,TRK009,PB01,20250413,2025-04-13 06:00:00,1.11,73.7,38.8,22671.3,287.7,208.3
8471,TRK009,PB01,20250414,2025-04-14 00:00:00,1.49,81.2,49.3,22676.6,378.8,209.1
8472,TRK009,PB01,20250414,2025-04-14 06:00:00,1.29,80.1,45.1,22681.9,362.1,273.4
8473,TRK009,PB01,20250415,2025-04-15 00:00:00,2.16,69.5,42.0,22687.6,284.5,265.2
8474,TRK009,PB01,20250415,2025-04-15 06:00:00,6.14,86.1,49.6,22693.3,375.5,209.5
8475,TRK009,PB01,20250416,2025-04-16 00:00:00,0.68,82.2,50.1,22699.3,364.1,253.3
8476,TRK009,PB01,20250416,2025-04-16 06:00:00,2.41,72.8,51.8,22705.2,265.9,275.6
8477,TRK009,PB01,20250417,2025-04-17 00:00:00,1.66,89.8,38.2,22710.9,353.3,194.4
8478,TRK009,PB01,20250417,2025-04-17 06:00:00,0.68,93.7,48.7,22716.1,265.5,218.3
8479,TRK009,PB01,20250418,2025-04-18 00:00:00,1.56,78.7,48.4,22721.4,305.6,201.0
8480,TRK009,PB01,20250418,2025-04-18 06:00:00,2.09,83.1,51.7,22726.5,368.4,201.3
8481,TRK009,PB01,20250419,2025-04-19 00:00:00,1.56,73.4,47.0,22732.5,187.7,191.0
8482,TRK009,PB01,20250419,2025-04-19 06:00:00,1.0,94.8,39.2,22738.4,360.9,243.4
8483,TRK009,PB01,20250420,2025-04-20 00:00:00,2.09,78.1,53.1,22744.1,364.6,229.9
8484,TRK009,PB01,20250420,2025-04-20 06:00:00,1.84,65.2,39.1,22749.8,344.1,224.9
8485,TRK009,PB01,20250428,2025-04-28 00:00:00,1.83,76.0,35.1,22755.7,260.5,197.0
8486,TRK009,PB01,20250428,2025-04-28 06:00:00,1.3,92.3,49.1,22761.0,201.3,181.0
8487,TRK009,PB01,20250429,2025-04-29 00:00:00,1.82,69.9,40.3,22766.7,375.5,253.1
8488,TRK009,PB01,20250429,2025-04-29 06:00:00,0.75,76.8,47.9,22772.5,180.1,213.1
8489,TRK009,PB01,20250430,2025-04-30 00:00:00,1.03,69.1,36.8,22778.1,214.8,259.2
8490,TRK009,PB01,20250430,2025-04-30 06:00:00,2.08,93.8,41.2,22783.9,354.4,253.1
8491,TRK009,PB01,20250501,2025-05-01 00:00:00,1.33,82.2,,22789.0,323.9,240.8
8492,TRK009,PB01,20250501,2025-05-01 06:00:00,1.32,74.4,54.9,22794.6,355.1,231.7
8493,TRK009,PB01,20250502,2025-05-02 00:00:00,0.73,74.4,47.6,22800.0,351.6,228.6
8494,TRK009,PB01,20250502,2025-05-02 06:00:00,0.61,67.3,48.4,22805.7,255.5,239.0
8495,TRK009,PB01,20250503,2025-05-03 00:00:00,1.06,65.1,50.1,22811.4,375.4,202.5
8496,TRK009,PB01,20250503,2025-05-03 06:00:00,0.52,92.3,44.8,22816.5,220.8,257.7
8497,TRK009,PB01,20250504,2025-05-04 00:00:00,,87.5,43.7,22821.6,293.9,193.3
8498,TRK009,PB01,20250504,2025-05-04 06:00:00,2.08,81.8,49.0,22826.7,387.2,249.0
8499,TRK009,PB01,20250505,2025-05-05 00:00:00,1.7,85.8,47.4,22832.5,294.5,221.4
8500,TRK009,PB01,20250505,2025-05-05 06:00:00,1.91,69.9,51.8,22838.4,241.0,227.9
8501,TRK009,PB01,20250506,2025-05-06 00:00:00,0.57,,37.5,22843.8,201.8,253.2
8502,TRK009,PB01,20250506,2025-05-06 06:00:00,2.26,88.0,41.6,22849.6,273.8,232.5
8503,TRK009,PB01,20250507,2025-05-07 00:00:00,1.58,65.2,39.4,22855.6,344.8,197.3
8504,TRK009,PB01,20250507,2025-05-07 06:00:00,9.46,68.6,45.9,22861.0,288.9,188.9
8505,TRK009,PB01,20250508,2025-05-08 00:00:00,1.24,92.6,49.8,22866.4,295.7,233.2
8506,TRK009,PB01,20250508,2025-05-08 06:00:00,1.47,79.5,47.8,22871.9,250.9,203.3
8507,TRK009,PB01,20250509,2025-05-09 00:00:00,1.48,75.2,38.9,22877.8,250.5,191.7
8508,TRK009,PB01,20250509,2025-05-09 06:00:00,1.27,70.7,48.0,22883.8,235.2,264.9
8509,TRK009,PB01,20250510,2025-05-10 00:00:00,1.77,82.1,38.0,22888.9,195.5,224.1
8510,TRK009,PB01,20250510,2025-05-10 06:00:00,1.64,68.6,,22894.5,246.9,276.3
8511,TRK009,PB01,20250511,2025-05-11 00:00:00,1.31,88.4,45.2,22899.9,330.0,273.8
8512,TRK009,PB01,20250511,2025-05-11 06:00:00,1.22,89.5,45.0,22905.2,263.6,188.8
8513,TRK009,PB01,20250519,2025-05-19 00:00:00,1.9,92.1,54.9,22910.3,325.5,186.4
8514,TRK009,PB01,20250519,2025-05-19 06:00:00,1.29,71.6,47.9,22916.2,227.6,279.8
8515,TRK009,PB01,20250520,2025-05-20 00:00:00,1.47,,35.9,22921.7,197.8,205.0
8516,TRK009,PB01,20250520,2025-05-20 06:00:00,2.42,92.1,41.1,22927.3,335.3,213.7
8517,TRK009,PB01,20250521,2025-05-21 00:00:00,1.73,79.1,38.2,22932.6,271.0,271.5
8518,TRK009,PB01,20250521,2025-05-21 06:00:00,0.53,85.5,53.1,22938.2,248.6,196.4
8519,TRK009,PB01,20250522,2025-05-22 00:00:00,2.48,68.7,38.1,22943.7,289.6,231.0
8520,TRK009,PB01,20250522,2025-05-22 06:00:00,1.49,76.5,52.4,22949.0,246.5,231.0
8521,TRK009,PB01,20250523,2025-05-23 00:00:00,0.52,75.4,45.0,22954.4,271.3,224.9
8522,TRK009,PB01,20250523,2025-05-23 06:00:00,0.97,83.9,51.4,22959.7,289.5,220.3
8523,TRK009,PB01,20250524,2025-05-24 00:00:00,2.11,82.4,40.7,22964.7,280.1,241.2
8524,TRK009,PB01,20250524,2025-05-24 06:00:00,1.16,90.6,36.8,22969.9,302.8,260.5
8525,TRK009,PB01,20250525,2025-05-25 00:00:00,2.42,69.1,39.1,22975.4,206.4,265.2
8526,TRK009,PB01,20250525,2025-05-25 06:00:00,2.36,71.2,50.6,22980.5,276.3,252.0
8527,TRK009,PB01,20250526,2025-05-26 00:00:00,1.2,83.9,41.4,22986.3,231.5,240.4
8528,TRK009,PB01,20250526,2025-05-26 06:00:00,0.88,78.7,35.5,22991.3,358.3,182.6
8529,TRK009,PB01,20250527,2025-05-27 00:00:00,2.11,81.5,54.9,22997.0,269.8,224.7
8530,TRK009,PB01,20250527,2025-05-27 06:00:00,1.61,85.5,53.3,23002.7,372.2,186.4
8531,TRK009,PB01,20250528,2025-05-28 00:00:00,2.49,68.9,43.3,23007.8,275.4,205.2
