maintenance_id,equipment_id,site_id,date_key,maintenance_date,maintenance_type,service_category,duration_hours,labor_cost,parts_cost,technician
MNT00212,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.3,1250.31,6461.64,Tech-C
MNT00213,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.8,2038.51,5090.21,Tech-E
MNT00214,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.3,1211.21,3469.43,Tech-B
MNT00215,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.5,1343.5,4872.19,Tech-A
MNT00216,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.5,1930.43,4429.45,Tech-A
MNT00217,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.6,816.91,1831.67,Tech-A
MNT00218,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.8,1969.61,7298.33,Tech-D
MNT00219,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.6,950.72,6410.84,Tech-A
MNT00220,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.7,1902.12,7096.98,Tech-B
MNT00221,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.6,2444.73,4643.06,Tech-D
MNT00222,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.5,1120.58,2265.73,Tech-C
MNT00223,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.4,2401.86,3567.52,Tech-B
MNT00224,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.6,1961.08,4807.52,Tech-B
MNT00225,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.7,1029.18,3473.68,Tech-B
MNT00226,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.4,1062.4,7675.22,Tech-D
MNT00227,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.3,1099.22,6835.45,Tech-B
MNT00228,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.5,1311.1,4301.15,Tech-B
MNT00229,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.1,1528.98,4411.89,Tech-B
MNT00230,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.8,986.3,4239.07,Tech-C
MNT00231,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.2,1111.79,5942.06,Tech-D
MNT00232,TRK008,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.2,1714.03,7857.41,Tech-C
MNT00233,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.2,1374.25,3717.34,Tech-C
MNT00234,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,5.2,2305.85,3613.09,Tech-C
MNT00235,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.0,1208.49,2442.65,Tech-C
MNT00236,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.5,2202.17,3066.7,Tech-D
MNT00237,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.5,2051.22,3107.1,Tech-C
MNT00238,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.9,1663.2,6790.62,Tech-D
MNT00239,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.0,1802.24,4180.54,Tech-E
MNT00240,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.9,1392.57,4641.3,Tech-D
MNT00241,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.2,2032.24,4502.24,Tech-D
MNT00242,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.3,1334.02,2212.01,Tech-B
MNT00243,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,4.4,843.21,4088.07,Tech-D
MNT00244,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.8,1652.4,7152.68,Tech-A
MNT00245,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.6,1705.52,2561.19,Tech-B
MNT00246,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.6,1266.12,6177.67,Tech-C
MNT00247,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.3,1922.31,4443.09,Tech-D
MNT00248,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,5.3,1689.81,5384.12,Tech-D
MNT00249,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.8,1747.45,4168.9,Tech-B
MNT00250,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.5,1189.12,7220.61,Tech-B
MNT00251,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.3,1582.36,3951.73,Tech-C
MNT00252,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.3,881.64,6185.94,Tech-A
MNT00253,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.5,1563.06,2325.48,Tech-E
MNT00254,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.6,1977.85,5034.14,Tech-E
MNT00255,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.5,2344.65,4227.24,Tech-D
MNT00256,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.7,1574.2,6563.03,Tech-C
MNT00257,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.3,1189.91,5558.41,Tech-C
MNT00258,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.9,2274.5,7342.78,Tech-A
MNT00259,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.4,1486.9,5292.97,Tech-C
MNT00260,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.4,1328.37,2003.49,Tech-C
MNT00261,TRK009,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.7,1681.16,6212.5,Tech-B
MNT00262,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,5.1,939.16,4879.71,Tech-D
MNT00263,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.1,1620.3,2001.41,Tech-B
MNT00264,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.1,1868.4,1807.65,Tech-A
MNT00265,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.0,1451.83,5754.6,Tech-B
MNT00266,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.6,2360.15,1765.77,Tech-C
MNT00267,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.9,1463.25,7277.53,Tech-A
MNT00268,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.3,987.04,4557.86,Tech-D
MNT00269,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.7,2074.49,1615.41,Tech-E
MNT00270,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.7,1556.4,7390.07,Tech-E
MNT00271,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.7,1641.91,1868.23,Tech-C
MNT00272,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.7,1459.78,3537.46,Tech-B
MNT00273,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.3,2030.22,7504.83,Tech-E
MNT00274,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.5,1805.17,6763.06,Tech-B
MNT00275,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.4,2155.82,3817.15,Tech-C
MNT00276,TRK010,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.2,1794.5,2744.19,Tech-E
MNT00277,TRK010,PB01,20240126,2024-01-26 00:00:00,Scheduled,Filter Replacement,3.1,1729.56,7008.34,Tech-C
MNT00278,TRK010,PB01,20240401,2024-04-01 06:00:00,Scheduled,Filter Replacement,4.3,2245.96,5241.2,Tech-A
MNT00279,TRK010,PB01,20240607,2024-06-07 00:00:00,Scheduled,Oil Change,5.5,1411.54,5404.22,Tech-E
MNT00280,TRK010,PB01,20240819,2024-08-19 06:00:00,Scheduled,Brake Inspection,5.5,2353.51,7795.26,Tech-D
MNT00281,TRK010,PB01,20241025,2024-10-25 00:00:00,Scheduled,Filter Replacement,2.3,2074.1,4718.08,Tech-A
MNT00282,TRK010,PB01,20241230,2024-12-30 06:00:00,Scheduled,Tire Rotation,5.4,2314.65,6554.4,Tech-D
MNT00283,TRK010,PB01,20250306,2025-03-06 06:00:00,Scheduled,Tire Rotation,5.3,1797.74,2019.99,Tech-C
MNT00284,TRK010,PB01,20250511,2025-05-11 06:00:00,Scheduled,Filter Replacement,3.5,1785.67,3715.61,Tech-D
MNT00285,TRK010,PB01,20250724,2025-07-24 00:00:00,Scheduled,Brake Inspection,5.1,1433.71,7359.35,Tech-B
MNT00286,TRK010,PB01,20250928,2025-09-28 06:00:00,Scheduled,Filter Replacement,2.4,1743.56,3701.83,Tech-B
MNT00287,TRK010,PB01,20251204,2025-12-04 00:00:00,Scheduled,Tire Rotation,3.0,2120.56,7076.47,Tech-C
MNT00288,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.6,2123.8,3062.7,Tech-A
MNT00289,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.3,1307.81,5425.51,Tech-B
MNT00290,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,5.2,1337.44,5674.04,Tech-C
MNT00291,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.6,2180.47,7624.88,Tech-B
MNT00292,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,4.2,1919.85,7515.8,Tech-E
MNT00293,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.3,2278.61,1724.7,Tech-D
MNT00294,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.9,2195.03,3141.65,Tech-C
MNT00295,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,5.3,2032.06,3450.39,Tech-C
MNT00296,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.3,2287.35,4505.77,Tech-D
MNT00297,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.2,1364.07,5790.26,Tech-E
MNT00298,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.6,1111.43,6427.77,Tech-E
MNT00299,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.6,2257.46,3410.45,Tech-B
MNT00300,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.6,1944.55,6882.01,Tech-C
MNT00301,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.5,1668.59,3189.93,Tech-C
MNT00302,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.1,1224.42,7544.49,Tech-E
MNT00303,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.4,1655.04,4811.28,Tech-B
MNT00304,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,5.0,2321.74,3573.05,Tech-A
MNT00305,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.5,2238.43,5823.27,Tech-A
MNT00306,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.6,2427.17,5906.41,Tech-A
MNT00307,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.5,1521.11,2652.97,Tech-B
MNT00308,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.6,2196.53,3829.35,Tech-A
MNT00309,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.9,2264.94,6895.0,Tech-C
MNT00310,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.9,1044.07,1783.27,Tech-B
MNT00311,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.4,1133.7,3881.69,Tech-D
MNT00312,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.7,1559.5,2951.39,Tech-C
MNT00313,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.8,1080.7,5426.32,Tech-E
MNT00314,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.8,1696.66,2556.1,Tech-C
MNT00315,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.7,1329.5,6762.05,Tech-E
MNT00316,TRK011,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.8,2157.91,1850.28,Tech-E
MNT00317,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.2,1655.68,7720.61,Tech-A
MNT00318,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.2,1857.99,6428.93,Tech-C
MNT00319,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.9,2268.76,3966.07,Tech-A
MNT00320,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.4,1864.56,3194.82,Tech-A
MNT00321,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.7,1906.72,5192.57,Tech-B
MNT00322,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.2,2087.71,4335.45,Tech-B
MNT00323,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.7,1874.68,4803.62,Tech-C
MNT00324,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.4,1887.36,6656.41,Tech-B
MNT00325,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.0,1630.71,4738.7,Tech-E
MNT00326,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.6,1228.64,1561.53,Tech-B
MNT00327,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.4,1241.29,5477.28,Tech-C
MNT00328,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.1,955.26,1754.32,Tech-A
MNT00329,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.2,2332.03,4248.28,Tech-D
MNT00330,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.1,874.16,1849.49,Tech-E
MNT00331,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.2,1904.34,7919.0,Tech-C
MNT00332,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.3,2363.9,5008.43,Tech-D
MNT00333,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.0,2322.58,6736.23,Tech-C
MNT00334,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.5,1070.22,5645.3,Tech-D
MNT00335,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,4.4,2047.01,2810.96,Tech-E
MNT00336,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.9,1571.6,1907.44,Tech-A
MNT00337,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.5,2096.8,1743.57,Tech-B
MNT00338,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.1,1831.6,7429.56,Tech-B
MNT00339,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.7,1320.73,7431.52,Tech-C
MNT00340,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.5,1505.48,1697.39,Tech-A
MNT00341,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.0,2103.39,6149.94,Tech-B
MNT00342,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.8,1446.52,2629.18,Tech-E
MNT00343,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,5.0,1763.14,7955.71,Tech-C
MNT00344,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.2,1833.43,2192.58,Tech-B
MNT00345,TRK012,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,5.2,2144.7,3917.88,Tech-E
MNT00346,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.6,1334.26,5901.21,Tech-D
MNT00347,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.9,1441.22,2667.24,Tech-E
MNT00348,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.0,2335.85,4936.73,Tech-C
MNT00349,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.1,1836.69,4360.89,Tech-A
MNT00350,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.1,2387.92,4144.6,Tech-B
MNT00351,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,5.9,2053.08,3200.48,Tech-A
MNT00352,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.0,1840.01,1850.49,Tech-D
MNT00353,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.2,2063.96,3572.79,Tech-E
MNT00354,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.4,1606.92,7291.45,Tech-A
MNT00355,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.1,921.38,7344.71,Tech-A
MNT00356,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,3.7,1460.25,6309.66,Tech-B
MNT00357,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.3,1850.2,6104.14,Tech-E
MNT00358,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.6,2138.18,4843.51,Tech-D
MNT00359,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.3,1435.27,2676.76,Tech-C
MNT00360,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,2.7,1120.06,4298.82,Tech-E
MNT00361,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,2.3,1767.47,5035.8,Tech-A
MNT00362,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.5,924.62,2060.2,Tech-E
MNT00363,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.8,2174.07,5365.27,Tech-E
MNT00364,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.4,1171.47,5142.86,Tech-E
MNT00365,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.3,1259.88,6969.3,Tech-E
MNT00366,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.9,1487.34,5317.41,Tech-C
MNT00367,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.4,1432.44,7320.65,Tech-A
MNT00368,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.9,960.9,3525.98,Tech-B
MNT00369,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.8,1436.27,4690.8,Tech-C
MNT00370,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.1,1881.89,3095.64,Tech-C
MNT00371,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.3,1494.73,5859.0,Tech-D
MNT00372,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.8,1450.44,6583.63,Tech-D
MNT00373,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.4,1891.26,5312.62,Tech-B
MNT00374,TRK013,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.6,927.62,6810.51,Tech-D
MNT00375,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.8,943.94,6465.85,Tech-B
MNT00376,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.0,1138.19,2064.81,Tech-A
MNT00377,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.3,968.34,5696.54,Tech-D
MNT00378,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.7,1455.88,1544.58,Tech-E
MNT00379,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.5,1655.57,4197.49,Tech-D
MNT00380,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.0,2447.62,1932.94,Tech-B
MNT00381,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,4.3,847.3,4898.47,Tech-E
MNT00382,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.3,1528.51,6441.37,Tech-D
MNT00383,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,2.5,936.18,1841.29,Tech-E
MNT00384,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,2.9,2474.81,3740.07,Tech-A
MNT00385,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.3,2024.29,5276.84,Tech-E
MNT00386,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.0,1853.05,4796.99,Tech-E
MNT00387,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.7,1767.61,6205.27,Tech-B
MNT00388,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.9,1073.22,5141.63,Tech-B
MNT00389,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,2.5,1653.64,7015.03,Tech-B
MNT00390,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.6,1335.69,2962.37,Tech-A
MNT00391,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.8,1706.23,4641.04,Tech-D
MNT00392,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.8,1375.71,3438.37,Tech-B
MNT00393,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,2.9,2250.55,3842.93,Tech-C
MNT00394,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,5.0,923.89,7835.99,Tech-C
MNT00395,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,3.0,945.27,6265.82,Tech-D
MNT00396,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,4.5,1403.54,1782.55,Tech-E
MNT00397,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.2,1140.62,6749.2,Tech-E
MNT00398,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.2,2332.32,2382.74,Tech-C
MNT00399,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.6,1745.25,3010.47,Tech-A
MNT00400,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,3.5,1713.28,7818.14,Tech-B
MNT00401,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.0,1174.01,3785.02,Tech-C
MNT00402,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,3.4,2395.69,7012.14,Tech-A
MNT00403,TRK014,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,6.0,1168.82,3751.67,Tech-B
MNT00404,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,5.9,916.37,5069.42,Tech-C
MNT00405,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,4.6,2361.67,2959.8,Tech-E
MNT00406,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.6,1370.18,5317.53,Tech-D
MNT00407,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.4,2218.66,7989.78,Tech-E
MNT00408,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Filter Replacement,2.9,1619.05,5854.42,Tech-C
MNT00409,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,4.8,1554.64,5145.15,Tech-D
MNT00410,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.9,2082.72,5581.63,Tech-B
MNT00411,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,5.9,2350.6,7549.97,Tech-E
MNT00412,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.4,2194.81,1518.74,Tech-D
MNT00413,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,5.0,1595.45,1701.1,Tech-E
MNT00414,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,5.4,1655.79,1855.89,Tech-D
MNT00415,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.4,2062.89,5028.47,Tech-D
MNT00416,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Brake Inspection,3.3,1000.7,4211.45,Tech-B
MNT00417,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,2.4,1845.67,4599.48,Tech-B
MNT00418,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Fluid Top-Up,2.0,1046.85,6529.45,Tech-E
MNT00419,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Preventive Service,4.3,919.19,6193.9,Tech-E
MNT00420,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,4.8,1341.58,4896.65,Tech-D
MNT00421,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Oil Change,3.0,2018.29,1616.57,Tech-E
MNT00422,TRK015,PB01,20240101,2024-01-01 00:00:00,Scheduled,Tire Rotation,2.4,1121.82,3278.25,Tech-E
